Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,4
0.060,4
0.080,2
0.100,2
0.120,2
0.140,2
0.160,2
0.180,2
0.200,2
0.220,2
0.240,2
0.260,2
0.280,2
0.300,2
0.320,2
0.340,2
0.360,2
0.380,2
0.400,2
0.420,2
0.440,2
0.460,2
0.480,2
0.500,2
0.520,2
0.540,2
0.560,2
0.580,2
0.600,2
0.620,2
0.640,2
0.660,2
0.680,2
0.700,2
0.720,2
0.740,2
0.760,0
0.780,0
0.800,0
0.820,0
0.840,0
0.860,0
0.880,0
0.900,0
0.920,0
0.940,1
0.960,0
0.980,0
1.000,0
1.020,0
