Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,3
0.100,3
0.120,3
0.140,3
0.160,3
0.180,3
0.200,3
0.220,3
0.240,2
0.260,2
0.280,2
0.300,2
0.320,2
0.340,1
0.360,1
0.380,2
0.400,2
0.420,2
0.440,2
0.460,2
0.480,2
0.500,1
0.520,2
0.540,2
0.560,2
0.580,1
0.600,1
0.620,1
0.640,1
0.660,1
0.680,1
0.700,1
0.720,1
0.740,1
0.760,1
0.780,1
0.800,1
0.820,0
0.840,0
0.860,0
0.880,0
0.900,1
0.920,0
0.940,0
0.960,0
0.980,0
1.000,0
