Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,4
0.080,3
0.100,4
0.120,3
0.140,3
0.160,3
0.180,3
0.200,3
0.220,3
0.240,3
0.260,2
0.280,2
0.300,2
0.320,2
0.340,2
0.360,4
0.380,4
0.400,4
0.420,3
0.440,3
0.460,3
0.480,3
0.500,3
0.520,1
0.540,5
0.560,5
0.580,5
0.600,5
0.620,5
0.640,5
0.660,5
0.680,3
0.700,4
0.720,4
0.740,4
0.760,4
0.780,4
0.800,4
0.820,4
0.840,4
0.860,4
0.880,0
0.900,0
0.920,0
0.940,2
0.960,0
0.980,0
1.000,0
