Stress Force(nN),HBonds
0.000,5
0.020,5
0.040,5
0.060,5
0.080,5
0.100,5
0.120,5
0.140,5
0.160,5
0.180,5
0.200,5
0.220,5
0.240,5
0.260,5
0.280,5
0.300,5
0.320,5
0.340,5
0.360,5
0.380,5
0.400,5
0.420,5
0.440,5
0.460,5
0.480,5
0.500,5
0.520,5
0.540,5
0.560,4
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,4
0.700,4
0.720,4
0.740,4
0.760,2
0.780,3
0.800,2
0.820,0
0.840,0
0.860,0
0.880,0
0.900,1
0.920,0
0.940,0
0.960,0
