Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,3
0.100,3
0.120,3
0.140,3
0.160,3
0.180,3
0.200,3
0.220,3
0.240,3
0.260,3
0.280,3
0.300,3
0.320,3
0.340,3
0.360,3
0.380,3
0.400,3
0.420,3
0.440,3
0.460,2
0.480,2
0.500,2
0.520,2
0.540,2
0.560,2
0.580,2
0.600,2
0.620,2
0.640,1
0.660,2
0.680,2
0.700,2
0.720,1
0.740,1
0.760,1
0.780,0
0.800,0
0.820,0
0.840,0
0.860,0
0.880,0
0.900,0
0.920,0
0.940,0
