Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,3
0.100,3
0.120,3
0.140,3
0.160,3
0.180,3
0.200,3
0.220,3
0.240,3
0.260,3
0.280,3
0.300,3
0.320,3
0.340,3
0.360,3
0.380,3
0.400,3
0.420,3
0.440,3
0.460,3
0.480,3
0.500,3
0.520,3
0.540,3
0.560,3
0.580,3
0.600,3
0.620,3
0.640,3
0.660,3
0.680,3
0.700,3
0.720,3
0.740,3
0.760,3
0.780,3
0.800,3
0.820,3
0.840,3
0.860,1
0.880,0
0.900,0
0.920,0
0.940,0
0.960,0
0.980,0
1.000,0
