Stress Force(nN),HBonds
0.000,6
0.020,5
0.040,5
0.060,5
0.080,5
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,4
0.320,4
0.340,4
0.360,4
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,3
0.560,3
0.580,3
0.600,3
0.620,3
0.640,1
0.660,1
0.680,1
0.700,1
0.720,1
0.740,1
0.760,1
0.780,1
0.800,1
0.820,1
0.840,1
0.860,6
0.880,0
0.900,1
0.920,0
0.940,0
0.960,0
0.980,0
