Stress Force(nN),HBonds
0.000,4
0.020,5
0.040,5
0.060,5
0.080,5
0.100,5
0.120,5
0.140,5
0.160,5
0.180,5
0.200,5
0.220,5
0.240,5
0.260,5
0.280,5
0.300,5
0.320,5
0.340,5
0.360,5
0.380,5
0.400,5
0.420,5
0.440,5
0.460,5
0.480,5
0.500,5
0.520,5
0.540,5
0.560,3
0.580,3
0.600,3
0.620,3
0.640,3
0.660,3
0.680,3
0.700,3
0.720,3
0.740,3
0.760,3
0.780,2
0.800,1
0.820,2
0.840,2
0.860,2
0.880,2
0.900,1
0.920,1
0.940,1
0.960,0
0.980,0
1.000,0
1.020,0
1.040,0
1.060,1
1.080,0
1.100,0
1.120,0
