Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,4
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,3
0.300,3
0.320,3
0.340,3
0.360,3
0.380,3
0.400,3
0.420,3
0.440,3
0.460,3
0.480,3
0.500,3
0.520,2
0.540,2
0.560,2
0.580,2
0.600,1
0.620,1
0.640,1
0.660,1
0.680,1
0.700,1
0.720,1
0.740,1
0.760,1
0.780,1
0.800,1
0.820,1
0.840,1
0.860,1
0.880,1
0.900,1
0.920,0
0.940,0
0.960,0
0.980,0
1.000,0
1.020,0
1.040,0
1.060,0
1.080,0
1.100,0
