Stress Force(nN),HBonds
0.000,1
0.020,2
0.040,1
0.060,2
0.080,1
0.100,1
0.120,1
0.140,2
0.160,2
0.180,1
0.200,0
0.220,0
0.240,0
0.260,0
0.280,0
0.300,0
0.320,0
0.340,0
0.360,0
0.380,1
0.400,1
0.420,1
0.440,1
0.460,1
0.480,1
0.500,1
0.520,1
0.540,0
0.560,0
0.580,0
0.600,0
0.620,0
0.640,0
0.660,0
0.680,0
0.700,0
0.720,0
0.740,0
0.760,0
0.780,0
0.800,0
0.820,0
0.840,0
0.860,0
0.880,0
0.900,0
0.920,0
0.940,0
0.960,0
0.980,0
