Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,3
0.100,3
0.120,3
0.140,3
0.160,3
0.180,3
0.200,3
0.220,3
0.240,3
0.260,3
0.280,3
0.300,2
0.320,2
0.340,2
0.360,2
0.380,2
0.400,2
0.420,2
0.440,2
0.460,1
0.480,1
0.500,1
0.520,1
0.540,2
0.560,2
0.580,2
0.600,2
0.620,2
0.640,0
0.660,2
0.680,3
0.700,3
0.720,3
0.740,3
0.760,3
0.780,0
0.800,0
0.820,1
0.840,0
0.860,0
0.880,0
