Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,4
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,4
0.320,4
0.340,4
0.360,4
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,3
0.620,3
0.640,3
0.660,3
0.680,3
0.700,3
0.720,3
0.740,0
0.760,0
0.780,0
0.800,0
0.820,0
0.840,0
0.860,0
0.880,0
0.900,0
0.920,0
0.940,0
0.960,0
0.980,0
1.000,1
1.020,0
1.040,0
1.060,0
1.080,0
