Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,4
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,5
0.180,5
0.200,5
0.220,5
0.240,5
0.260,5
0.280,5
0.300,5
0.320,5
0.340,5
0.360,5
0.380,5
0.400,5
0.420,5
0.440,5
0.460,5
0.480,5
0.500,4
0.520,4
0.540,4
0.560,2
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,4
0.700,4
0.720,4
0.740,4
0.760,4
0.780,4
0.800,4
0.820,4
0.840,2
0.860,2
0.880,0
0.900,0
0.920,0
0.940,0
0.960,0
0.980,1
1.000,0
1.020,0
1.040,0
1.060,0
