LAMMPS data file via write_data, version 23 Jun 2022, timestep = 500000

8928 atoms
4 atom types

69.39927227499342 105.80072772502598 xlo xhi
60.214218753481774 89.78578124653356 ylo yhi
60.193208550067965 139.80679144992348 zlo zhi

Masses

1 1.008
2 15.999
3 12.011
4 14.007

Atoms # charge/kk

172 3 3.0537794113927208e-02 7.7618571731880138e+01 6.5751544135909128e+01 6.3242338311376926e+01 0 0 0
170 1 1.9693443112748260e-01 7.6959617538755069e+01 6.3088875422959063e+01 6.2360914268814746e+01 0 0 0
143 1 1.5790433124695868e-01 7.7562838228253455e+01 6.3677947823449479e+01 6.5118389625858185e+01 0 0 0
175 2 -4.4523482836543626e-01 7.6617136959979717e+01 6.5910792734880189e+01 6.4158904783886484e+01 0 0 0
3295 1 1.5046519152625790e-01 7.5217375333511782e+01 6.1045153178734218e+01 6.2406103541742496e+01 0 1 0
3293 3 2.2320826999244175e-02 7.4241588272901083e+01 6.0646133222088302e+01 6.1957085529750550e+01 0 1 0
169 3 -1.9738498731438467e-01 7.7205487114575163e+01 6.5228170024332698e+01 6.1727806662317263e+01 0 0 0
167 3 -2.4256533783953743e-01 7.7480285082973410e+01 6.3726105180632693e+01 6.1587864471359815e+01 0 0 0
174 1 1.8071995619748046e-01 7.6084972483359934e+01 6.5461730125280937e+01 6.1567695062920329e+01 0 0 0
4579 2 -5.8749907051152750e-01 7.3959611258925861e+01 6.4002159782869384e+01 6.2548847124932152e+01 1 0 0
4584 1 1.8176356134796273e-01 7.3327901274511447e+01 6.3973074286285716e+01 6.4714496982933170e+01 1 0 0
4577 3 4.9258184160471724e-01 7.3402031067662165e+01 6.5132870777105609e+01 6.2398012348181517e+01 1 0 0
4581 1 1.8700327750665618e-01 7.3266756371546393e+01 6.6495648071640574e+01 6.4116852886730456e+01 1 0 0
4578 3 -2.4548459033829970e-01 7.2637569426610611e+01 6.5723170555920220e+01 6.3580592326147034e+01 1 0 0
4580 3 -1.8668473456377188e-01 7.2345446911485240e+01 6.4528524427491277e+01 6.4549952491954159e+01 1 0 0
173 1 1.4069996521734884e-01 7.7770753214179280e+01 6.5784952253418126e+01 6.0946179052347674e+01 0 0 0
4583 3 2.7459356774158058e-02 7.1812934823178253e+01 6.5143519979352206e+01 6.5983627844290055e+01 1 0 0
3300 3 8.9768271126060034e-02 7.1893191692588886e+01 6.0948300504712279e+01 6.2257848790090506e+01 0 1 0
178 4 -1.3967251165611966e-01 7.7139970028822987e+01 6.6888346960997950e+01 6.5424407347397519e+01 0 0 0
3302 1 1.3217220825229434e-01 7.1113838936584088e+01 6.1464979786054585e+01 6.2842868023428110e+01 0 1 0
4582 1 2.0326341871714085e-01 7.1720189945957159e+01 6.6200804395093357e+01 6.3226206420001482e+01 1 0 0
3297 2 -4.0877942963205138e-01 7.3148720356972220e+01 6.0465700488506677e+01 6.2890154274445777e+01 0 1 0
4585 1 1.7309932141554749e-01 7.1654085518727769e+01 6.3726067853034017e+01 6.4061326260611679e+01 1 0 0
4588 1 1.2897516535321765e-01 7.1406508264767595e+01 6.6165055408989872e+01 6.5717541593902268e+01 1 0 0
180 1 1.9680275482681236e-01 7.5199040618591454e+01 6.6704968448595253e+01 6.5521350808686009e+01 0 0 0
4587 1 1.3059318455667623e-01 7.0840920150633949e+01 6.4617277794311093e+01 6.6137467524847096e+01 1 0 0
179 3 7.7315340657613280e-02 7.6190578442697500e+01 6.7133012592675811e+01 6.6008302925290394e+01 0 0 0
139 1 1.5415075685983726e-01 7.5806982969089816e+01 6.4758060640599155e+01 6.6047008487575894e+01 0 0 0
141 3 1.0152765601098800e-01 7.7276034391385750e+01 6.3095088185300185e+01 6.6013069916758269e+01 0 0 0
138 2 -5.2801758066727889e-01 7.6840052460865721e+01 6.1716118836673594e+01 6.5892889839939812e+01 0 0 0
3298 1 1.3723370894699344e-01 7.1956229810760064e+01 6.2910832578282765e+01 6.1018605677614786e+01 0 1 0
3290 3 -1.1711530975849866e-03 7.3701764402781819e+01 6.1715992617228089e+01 6.0894489751221002e+01 0 1 0
3294 3 7.6331915112582263e-02 7.2168117269896996e+01 6.1796977184264094e+01 6.0914757264934927e+01 0 1 0
3292 1 1.9918612170932393e-01 7.4180670707259921e+01 6.2728083305996137e+01 6.1108553691800175e+01 0 1 0
136 1 1.2721370728503112e-01 7.4619562248379523e+01 6.1665373061464848e+01 6.5380063476378453e+01 0 0 0
4573 2 -5.5278152694250138e-01 7.3011317295643025e+01 6.5899045789866150e+01 6.1263686928547202e+01 1 0 0
3003 1 1.5980394781292401e-01 7.7313847690519339e+01 6.1012932654662436e+01 6.3794645197222991e+01 0 1 0
134 3 -9.0812247372081718e-03 7.5398838123709879e+01 6.1688736634084208e+01 6.6208754238078228e+01 0 0 0
171 1 2.1188739361504866e-01 7.7079574911551106e+01 6.3329436622815969e+01 6.0605478235912386e+01 0 0 0
176 1 1.0546458316467319e-01 7.8255920595099823e+01 6.6646753982806615e+01 6.3063541389814525e+01 0 0 0
133 1 1.6815059811871874e-01 7.4086374879827304e+01 6.3438769230353621e+01 6.6611032088513852e+01 0 0 0
4556 1 1.3441766035731745e-01 6.9515695307846372e+01 6.6632907256314056e+01 6.4584185947602947e+01 1 0 0
4750 1 1.9334645729389560e-01 7.5288345457961540e+01 6.7287205359732539e+01 6.2367458228396224e+01 1 0 0
7709 3 1.1736680144007857e-02 6.9705500985140858e+01 6.4617757187742129e+01 6.0335138220917578e+01 1 1 0
1807 1 1.3978754406812727e-01 7.6295697419833488e+01 7.3610940538256870e+01 7.3063341762753012e+01 0 0 0
135 3 8.6035098362040624e-02 7.6146173428024809e+01 6.3943863915507585e+01 6.6772216392876430e+01 0 0 0
6024 1 1.7595609597948500e-01 6.9444610504142204e+01 7.2374703780103417e+01 6.2140141356304461e+01 1 0 0
6007 3 4.7279502938637974e-01 7.3034584572199250e+01 7.4915655323366536e+01 6.6658932920798350e+01 1 0 0
3005 4 -1.2041775233601834e-01 7.7844196465277406e+01 6.0321628245252377e+01 6.1076947664453442e+01 0 1 0
6152 2 -5.7785748395953884e-01 6.9624485692788866e+01 7.0467153169940190e+01 6.4963306492953919e+01 1 0 0
4559 3 6.0761712765206444e-01 7.0271429124442776e+01 6.7679621569539577e+01 6.1368394660864674e+01 1 0 0
4555 1 1.8600495447686707e-01 7.0016873563094748e+01 6.8177323577836731e+01 6.5109476923841953e+01 1 0 0
4749 1 1.6188821984912449e-01 7.6594673894214623e+01 6.8335497774331714e+01 6.2381940771605414e+01 1 0 0
4748 3 1.4269698366313985e-02 7.5518441652611131e+01 6.8466195890352878e+01 6.0510955254070744e+01 1 0 0
6023 1 1.5625396262405564e-01 7.0444070296725656e+01 7.1368314911184157e+01 6.2912164954928237e+01 1 0 0
1624 1 1.4273513228048207e-01 7.6749167247828922e+01 7.1551240841987294e+01 6.1031311525136950e+01 0 0 0
4742 2 -5.9101151815437147e-01 7.4417044579353529e+01 6.8650435445216843e+01 6.4171563164515291e+01 1 0 0
1650 1 1.5744570429018062e-01 7.6815457481209393e+01 7.1961417910491747e+01 6.5541218947351950e+01 0 0 0
4746 3 -3.2714627676195811e-02 7.3670147576788963e+01 6.9925901929743119e+01 6.2021388439542974e+01 1 0 0
1622 3 -1.3216406600707614e-02 7.7857194730946247e+01 7.1715486644322354e+01 6.1408424188733676e+01 0 0 0
4740 3 6.1678334689757797e-01 7.3738317062789022e+01 6.9485061700551014e+01 6.5032214983918522e+01 1 0 0
4747 1 1.6657145615573180e-01 7.5507449617017656e+01 7.0296977995784459e+01 6.3085601052882041e+01 1 0 0
4745 3 -2.1720998748794584e-01 7.5537828265286336e+01 6.8328740307707022e+01 6.2030130067490681e+01 1 0 0
4744 3 1.1127083306608650e-01 7.4835970809632855e+01 6.9402099378177411e+01 6.2883230139420768e+01 1 0 0
4753 1 1.8994648855493881e-01 7.2842362764194661e+01 7.0183960777032311e+01 6.2774070924115911e+01 1 0 0
