Stress Force(nN),HBonds
0.000,5
0.020,6
0.040,6
0.060,6
0.080,6
0.100,6
0.120,5
0.140,5
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,4
0.320,4
0.340,4
0.360,4
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,4
0.700,4
0.720,4
0.740,4
0.760,4
0.780,4
0.800,4
0.820,4
0.840,4
0.860,2
0.880,2
0.900,2
0.920,0
0.940,3
0.960,1
0.980,0
1.000,0
1.020,0
1.040,0
1.060,0
1.080,0
