Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,4
0.320,4
0.340,4
0.360,4
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,4
0.620,5
0.640,5
0.660,5
0.680,4
0.700,1
0.720,2
0.740,1
0.760,0
0.780,0
0.800,0
0.820,0
0.840,0
0.860,1
0.880,0
