Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,3
0.100,2
0.120,2
0.140,3
0.160,3
0.180,2
0.200,2
0.220,2
0.240,2
0.260,2
0.280,2
0.300,2
0.320,2
0.340,2
0.360,2
0.380,2
0.400,2
0.420,2
0.440,2
0.460,2
0.480,2
0.500,2
0.520,2
0.540,2
0.560,1
0.580,1
0.600,2
0.620,2
0.640,2
0.660,1
0.680,1
0.700,1
0.720,1
0.740,1
0.760,0
0.780,0
0.800,0
0.820,0
0.840,0
0.860,0
0.880,0
