Curve Energy
467750.0 -23797.90842054537
468000.0 -23798.06631592953
468250.0 -23798.51945633065
468500.0 -23797.79221153598
468750.0 -23797.83860854357
469000.0 -23797.88170767359
469250.0 -23798.72501270038
469500.0 -23797.86267507201
469750.0 -23797.81303316039
470000.0 -23798.00804019238
470250.0000000001 -23798.16408445207
470500.0000000001 -23797.48406287265
470750.0000000001 -23798.93908291486
470999.9999999999 -23797.58339403625
471249.9999999999 -23797.60011907664
471500.0 -23798.54412536927
471750.0 -23798.34488906341
472000.0 -23797.38446927066
472250.0 -23798.36723709111
472500.0 -23798.9977127363
472750.0 -23798.61537863773
473000.0 -23798.53447903973
473250.0 -23798.19951386848
473500.0 -23798.70683717362
473750.0 -23798.39442222806
474000.0000000001 -23798.08649601309
474250.0000000001 -23798.55967323775
474500.0000000001 -23798.31493596521
474749.9999999999 -23798.01336950675
474999.9999999999 -23798.40706402609
475249.9999999999 -23798.95184614817
475500.0 -23798.86909576567
475750.0 -23798.50688258422
476000.0 -23797.91552455083
476250.0 -23797.81208343215
476500.0 -23798.21231035925
476750.0 -23798.03028276501
477000.0 -23799.48494112574
477250.0 -23799.2684197711
477500.0 -23798.41843664697
477750.0 -23798.40090678064
478000.0000000001 -23798.98266976322
478250.0000000001 -23797.80686195095
478499.9999999999 -23796.99434809939
478749.9999999999 -23797.67368247569
478999.9999999999 -23797.93420699684
479250.0 -23796.87700166295
479500.0 -23798.03349937095
479750.0 -23797.57180674896
480000.0 -23797.45358721849
480250.0 -23798.48363937942
480500.0 -23798.31459400882
480750.0 -23797.43866650403
481000.0 -23796.74189043793
481250.0 -23796.98752623466
481500.0 -23797.86326559016
481750.0000000001 -23797.26867219345
482000.0000000001 -23797.6322154786
482250.0000000001 -23797.55464368525
482499.9999999999 -23797.28590647319
482749.9999999999 -23798.2477127342
483000.0 -23797.62626997043
483250.0 -23797.69110900605
483500.0 -23797.34984712438
483750.0 -23797.60756749134
484000.0 -23798.32168163394
484250.0 -23798.13813723044
484500.0 -23797.20485483621
484750.0 -23797.46496166285
485000.0 -23799.34128460935
485250.0 -23797.40457731222
485500.0000000001 -23797.49882315237
485750.0000000001 -23797.83448703828
486000.0000000001 -23798.23798291588
486249.9999999999 -23797.59495627802
486499.9999999999 -23796.83482138269
486749.9999999999 -23796.8042553874
487000.0 -23797.99358190819
487250.0 -23797.77390695997
487500.0 -23798.57353383773
487750.0 -23797.12726016066
488000.0 -23798.20570234822
488250.0 -23797.82514412424
488500.0 -23798.27205402697
488750.0 -23798.96294213778
489000.0 -23798.53060541915
489250.0 -23799.47090735102
489500.0000000001 -23798.78047599779
489750.0000000001 -23797.25144854435
489999.9999999999 -23797.81006079086
490249.9999999999 -23797.62178031524
490499.9999999999 -23798.02382431908
490750.0 -23798.26317324388
491000.0 -23798.05069334768
491250.0 -23798.7020513312
491500.0 -23798.18380468623
491750.0 -23797.40079315387
492000.0 -23797.14227647076
492250.0 -23797.41935550679
492500.0 -23797.06667219596
492750.0 -23797.42479635886
493000.0 -23798.43065677209
493250.0000000001 -23798.46262039631
493500.0000000001 -23798.3244679731
493750.0000000001 -23799.34281859199
493999.9999999999 -23798.49893707358
494249.9999999999 -23799.56333065764
494499.9999999999 -23800.22125732857
494750.0 -23799.69634689861
495000.0 -23798.57559434402
495250.0 -23799.40139487653
495500.0 -23798.79367768574
495750.0 -23798.74819540644
496000.0 -23798.54679470631
496250.0 -23799.52371023815
496500.0 -23799.23558904514
496750.0 -23799.10844711896
497000.0000000001 -23798.41477450044
497250.0000000001 -23798.3258523513
497500.0000000001 -23798.22798278441
497749.9999999999 -23797.57352529419
497999.9999999999 -23798.08007150237
498249.9999999999 -23797.68103857886
498500.0 -23797.26992540689
498750.0 -23797.65510867782
499000.0 -23797.71366640705
499250.0 -23797.41255251665
499500.0 -23798.8659454344
499750.0 -23798.67318922308
500000.0 -23798.25879022949
500250.0 -23797.12677878022
500500.0 -23796.92660203407
500750.0 -23797.96753053278
501000.0000000001 -23798.36207953897
501250.0000000001 -23797.32019443355
501500.0000000001 -23798.08169397619
501749.9999999999 -23797.1926433808
501999.9999999999 -23797.85696318156
502250.0 -23798.66507922958
502500.0 -23798.64081416841
502750.0 -23798.77329237989
503000.0 -23797.00125875102
503250.0 -23798.8680312888
503500.0 -23798.19015320156
503750.0 -23797.15060053224
504000.0 -23798.25819545917
504250.0 -23798.72662579028
504500.0 -23798.24118784155
504750.0000000001 -23798.52152705274
505000.0000000001 -23798.6857947756
505250.0000000001 -23798.79346490762
505499.9999999999 -23798.23952036202
505749.9999999999 -23798.63607335461
505999.9999999999 -23798.84829745979
506250.0 -23799.162204818
506500.0 -23798.42179096945
506750.0 -23797.86106462569
507000.0 -23798.84705802809
507250.0 -23798.74169455146
507500.0 -23800.3533444307
507750.0 -23798.65310507338
508000.0 -23799.14281182805
508250.0 -23798.83189483705
508500.0 -23800.06008496379
508750.0000000001 -23799.27639816327
509000.0000000001 -23799.99128121856
509249.9999999999 -23798.93453969041
509499.9999999999 -23799.10737444213
509749.9999999999 -23798.71650614586
510000.0 -23799.7050272709
510250.0 -23799.05405733729
510500.0 -23798.80227982339
510750.0 -23798.71696535129
511000.0 -23797.94724909933
511250.0 -23799.58274000949
511500.0 -23799.74124125445
511750.0 -23800.25029939312
512000.0 -23799.38027486225
512250.0 -23799.42041905163
512500.0000000001 -23798.93090872813
512750.0000000001 -23798.91399474967
513000.0000000001 -23799.84876580458
513249.9999999999 -23799.63320507212
513499.9999999999 -23799.82690697874
513750.0 -23799.00720836205
514000.0 -23799.07423641813
514250.0 -23799.35004369532
514500.0 -23798.67978381949
514750.0 -23798.79750617393
515000.0 -23798.13940750063
515250.0 -23799.13570004825
515500.0 -23799.48807720077
515750.0 -23799.06610422385
516000.0 -23798.76344698374
516250.0000000001 -23798.84527408546
516500.0000000001 -23799.48939487906
516750.0000000001 -23799.46963569626
516999.9999999999 -23798.41009629141
517249.9999999999 -23797.66367384059
517499.9999999999 -23797.37934448215
517750.0 -23799.21022856351
518000.0 -23798.65190903345
518250.0 -23798.96197719638
518500.0 -23798.82704112924
518750.0 -23798.91524995997
519000.0 -23798.91496322664
519250.0 -23798.93871013865
519500.0 -23799.22023689182
519750.0 -23798.75917755582
520000.0 -23800.33915300186
520250.0000000001 -23799.26382920809
520500.0000000001 -23798.30360408636
520749.9999999999 -23799.04626931593
520999.9999999999 -23798.95152752055
521249.9999999999 -23799.13142258631
521500.0 -23799.59955448661
521750.0 -23799.61170677352
522000.0 -23799.71903492462
522250.0 -23798.58635846522
522500.0 -23799.33332540636
522750.0 -23799.49959347977
523000.0 -23798.35267995265
523250.0 -23798.19153239335
523500.0 -23799.23895721373
523750.0 -23798.80646297083
524000.0000000001 -23798.78134004599
524250.0000000001 -23798.86839961235
524500.0 -23798.74842216857
524750.0 -23799.39166849755
525000.0 -23798.69531959564
525250.0 -23798.40625441346
525500.0 -23799.91311852734
525750.0 -23800.1611549364
526000.0 -23800.10798085338
526250.0 -23799.54916607557
526500.0 -23799.57149384341
526750.0 -23799.31865933818
527000.0 -23798.68640129397
527250.0 -23799.49531139014
527500.0 -23800.06553442408
527750.0 -23799.96377383457
528000.0 -23799.82284098776
528250.0 -23798.87138490015
528500.0 -23799.04555718722
528750.0 -23798.93839828651
529000.0 -23798.70276133871
529250.0 -23800.20965425716
529500.0 -23799.46451814386
529750.0 -23798.99624031346
530000.0 -23797.95576917821
530250.0 -23799.81750328835
530500.0 -23799.71972091558
530750.0 -23798.6725011415
531000.0 -23798.52773867877
531250.0 -23799.25423990338
531500.0 -23798.36150298802
531750.0 -23798.36723709511
532000.0 -23798.85351908279
532250.0 -23797.67407730168
532500.0 -23798.58595488803
532750.0 -23798.4144710635
533000.0 -23799.29704823144
533250.0 -23799.42012707659
533500.0 -23798.42244136704
533750.0 -23799.80473467734
534000.0 -23799.74876625486
534250.0 -23799.26640825974
534500.0 -23799.03239417787
534750.0 -23798.63945671601
535000.0 -23798.0620117291
535250.0 -23798.68030196276
535500.0 -23799.35971272133
535750.0 -23797.42415611133
536000.0 -23798.20093364016
536250.0 -23799.39983547363
536500.0 -23798.99430835767
536750.0 -23799.15233479645
537000.0 -23798.58392903864
537250.0 -23798.08046450224
537500.0 -23798.303236744
537750.0 -23797.59488180483
538000.0 -23797.65414815728
538250.0 -23798.78352984777
538500.0 -23798.27352542525
538750.0 -23798.19750690109
539000.0 -23797.98458140632
539250.0 -23798.20630350133
539500.0 -23798.60147267331
539750.0 -23797.78618694019
540000.0 -23797.27942484
540250.0 -23797.46651379278
540500.0 -23798.24011794133
540750.0 -23797.13091586806
541000.0 -23798.07910010344
541250.0 -23798.72427087562
541500.0 -23798.21531117578
541750.0 -23797.78949816137
542000.0 -23798.15759383002
542250.0 -23799.23501750754
542500.0 -23798.77123884079
542750.0 -23797.83448631634
543000.0 -23798.05823148563
543250.0 -23797.84957927478
543500.0 -23799.55655075774
543750.0 -23798.77477913718
544000.0 -23798.60428386448
544250.0 -23798.27694588395
544500.0 -23798.13114722434
544750.0 -23798.04188572759
545000.0 -23796.939345652
545250.0 -23798.22144452376
545500.0 -23798.18446319014
545750.0 -23797.93275789122
546000.0 -23798.50791208546
546250.0 -23798.68348760603
546500.0 -23797.49284841476
546750.0 -23798.65226785258
547000.0 -23797.61346782566
547250.0 -23796.87053148921
547500.0 -23797.56153246728
547750.0 -23797.52010620221
548000.0 -23798.82125222739
548250.0 -23798.5706864023
548500.0 -23798.12783570354
548750.0 -23798.09238961201
549000.0 -23798.10041171852
549250.0 -23797.11115978724
549500.0 -23797.55968824311
549750.0 -23796.75905936311
550000.0 -23795.74504738638
550250.0 -23796.39813002008
550500.0 -23797.10729887858
550750.0 -23797.65693615266
551000.0 -23798.64559454246
551250.0 -23797.93146579959
551500.0 -23797.43089230454
551750.0 -23797.36130928864
552000.0 -23797.28411144984
552250.0 -23797.78780447322
552500.0 -23797.66274947191
552750.0 -23797.37389915997
553000.0 -23795.64903686432
553250.0 -23797.61207092191
553500.0 -23797.4644795681
553750.0 -23796.17188211363
554000.0 -23797.55712741206
554250.0 -23797.39342724704
554500.0 -23796.4787186693
554750.0 -23796.79409253092
555000.0 -23795.80501335156
555250.0 -23797.41097018521
555500.0 -23796.11165711569
555750.0 -23796.13176164202
556000.0 -23796.0736880984
556250.0 -23797.24116113758
556500.0 -23797.77854145323
556750.0 -23795.55991611763
557000.0 -23796.08830473658
557250.0 -23794.64148539658
557500.0 -23795.3258398984
557750.0 -23796.24638886179
558000.0 -23796.7195713935
558250.0 -23797.3947771563
558500.0 -23798.01259770245
558750.0 -23797.35534173439
559000.0 -23796.90793654969
559250.0 -23797.22498971027
559500.0 -23796.88002321938
559750.0 -23795.93974010345
560000.0 -23796.80450353224
560250.0 -23796.08980354952
560500.0 -23796.36222783259
560750.0 -23797.12343931897
561000.0 -23797.44682021091
561250.0 -23797.1988584903
561500.0 -23797.30890141982
561750.0 -23797.42174318659
562000.0 -23796.00425595895
562250.0 -23797.16640903694
562500.0 -23796.85480440397
562750.0 -23796.03942598911
563000.0 -23797.28547235053
563250.0 -23797.56796608703
563500.0 -23796.47604651786
563750.0 -23797.28640381356
564000.0 -23797.16865415677
564250.0 -23797.52951939584
564500.0 -23796.3533772206
564750.0 -23797.15485412139
565000.0 -23797.29004530577
565250.0 -23797.54867485019
565500.0 -23796.49086605804
565750.0 -23795.78894281555
566000.0 -23796.10814818052
566250.0 -23796.97691881752
566500.0 -23796.18464968923
566750.0 -23797.30249180832
567000.0 -23795.50461378388
567250.0 -23797.06561234823
567500.0 -23796.29586484652
567750.0 -23796.38798240058
568000.0 -23795.92289491119
568250.0 -23797.06885367623
568500.0 -23797.0883679022
568750.0 -23797.70596002123
569000.0 -23796.80269646243
569250.0 -23797.50915362874
569500.0 -23797.74074290709
569750.0 -23796.96998125327
570000.0 -23797.63686624897
570250.0 -23797.2832561088
570500.0 -23798.42209389998
570750.0 -23798.31553855257
571000.0 -23797.35781688523
571250.0 -23798.05251901422
571500.0 -23798.13280625315
571750.0 -23797.46356386025
572000.0 -23797.74515346874
572250.0 -23798.17349750059
572500.0 -23797.72885644529
572750.0 -23797.88787214497
573000.0 -23798.09408980047
573250.0 -23798.37722671407
573500.0 -23798.86195274882
573750.0 -23797.80587897519
574000.0 -23797.55706082149
574250.0 -23797.43737609861
574500.0 -23797.36319893309
574750.0 -23797.8236955309
575000.0 -23797.45451957597
575250.0 -23798.10633937155
575500.0 -23798.60473432751
575750.0 -23797.82265079841
576000.0 -23798.29012852878
576250.0 -23798.0992953994
576500.0 -23797.75587130863
576750.0 -23798.62989112919
577000.0 -23797.88173935574
577250.0 -23798.08087497724
577500.0 -23797.85166952989
577750.0 -23799.2537705156
578000.0 -23797.84534812587
578250.0 -23797.32062908642
578500.0 -23798.24226160175
578750.0 -23798.70102184861
579000.0 -23797.42708879651
579250.0 -23798.07507814732
579500.0 -23796.24544186509
579750.0 -23798.44362370054
580000.0 -23798.24853505676
580250.0 -23797.40859768975
580500.0 -23796.58342705453
580750.0 -23797.83275337553
581000.0 -23797.27816371602
581250.0 -23798.23466244975
581500.0 -23797.96646878139
581750.0 -23798.14790489813
582000.0 -23797.71439953749
582250.0 -23798.18139534938
582500.0 -23798.08337000489
582750.0 -23797.22855120213
583000.0 -23797.04057445329
583250.0 -23796.94430812576
583500.0 -23798.09275614151
583750.0 -23798.1972746276
584000.0 -23797.01669577448
584250.0 -23798.00694649569
584500.0 -23798.04341390623
584750.0 -23798.52609249662
585000.0 -23798.26980620791
585250.0 -23797.85311916181
585500.0 -23798.00925869635
585750.0 -23798.21200036025
586000.0 -23798.45044047413
586250.0 -23797.48425741165
586500.0 -23798.63319299551
586750.0 -23797.77162988718
587000.0 -23797.83240533535
587250.0 -23797.90864638835
587500.0 -23796.34545196932
587750.0 -23797.10869617546
588000.0 -23798.07063353437
588250.0 -23798.15902752627
588500.0 -23798.79547815621
588750.0 -23798.67074302621
589000.0 -23798.27764370841
589250.0 -23798.39923868441
589500.0 -23798.02672440777
589750.0 -23797.46787184017
590000.0 -23798.25030646012
590250.0 -23798.14483299396
590500.0 -23799.0072974475
590750.0 -23798.20945570886
591000.0 -23797.99982093124
591250.0 -23798.27677126413
591500.0 -23798.13401895245
591750.0 -23797.52985818545
592000.0 -23797.33170868942
592250.0 -23797.59203770237
592500.0 -23798.13999769643
592750.0 -23797.43433740009
593000.0 -23798.43463347647
593250.0 -23797.99101636453
593500.0 -23797.94534890854
593750.0 -23798.02684955539
594000.0 -23798.47109592122
594250.0 -23798.28299448562
594500.0 -23798.65825445412
594750.0 -23798.5350299995
595000.0 -23797.39566980031
595250.0 -23797.9769951227
595500.0 -23798.00015009827
595750.0 -23796.86270809451
596000.0 -23796.87533636087
596250.0 -23796.34076028791
596500.0 -23795.81226584562
596750.0 -23795.66960810446
597000.0 -23797.01157054845
597250.0 -23796.54751191908
597500.0 -23796.98090154377
597750.0 -23796.96131091112
598000.0 -23797.35828572237
598250.0 -23796.22717286331
598500.0 -23797.81082607222
598750.0 -23796.90961711339
599000.0 -23797.00504926572
599250.0 -23797.66549690223
599500.0 -23797.29371877456
599750.0 -23796.42184438381
600000.0 -23795.46559393075
600250.0 -23794.92475183644
600500.0 -23796.36037877506
600750.0 -23795.80910069081
601000.0 -23796.98567195144
601250.0 -23795.60644411335
601500.0 -23794.60302453274
601750.0 -23795.67164348995
602000.0 -23796.15406936461
602250.0 -23795.81440738444
602500.0 -23796.31292945686
602750.0 -23796.33314224704
603000.0 -23796.53452786256
603250.0 -23796.17081084409
603500.0 -23796.32217206754
603750.0 -23795.70617597299
604000.0 -23795.48119600093
604250.0 -23796.17160795054
604500.0 -23796.06711759001
604750.0 -23796.07087315883
605000.0 -23795.67864857316
605250.0 -23795.57884366201
605500.0 -23795.54510033875
605750.0 -23796.4673953071
606000.0 -23795.95417461996
606250.0 -23796.48555339162
606500.0 -23796.85917442563
606750.0 -23796.12405869901
607000.0 -23796.01831161125
607250.0 -23795.8677537105
607500.0 -23795.70114583959
607750.0 -23795.41928878124
608000.0 -23795.11111168938
608250.0 -23795.59877781198
608500.0 -23796.09611633164
608750.0 -23795.11998822555
609000.0 -23794.91578392764
609250.0 -23795.34358952563
609500.0 -23794.11946994578
609750.0 -23794.85747681661
610000.0 -23794.56821124107
610250.0 -23794.91130933269
610500.0 -23795.57055338833
610750.0 -23795.12844082673
611000.0 -23796.20139327546
611250.0 -23794.71213523097
611500.0 -23796.002626349
611750.0 -23796.0240999831
612000.0 -23796.50487861145
612250.0 -23796.12108320772
612500.0 -23796.27380519966
612750.0 -23794.90872410468
613000.0 -23795.6367229895
613250.0 -23795.12951447911
613500.0 -23796.05402235557
613750.0 -23795.6409485678
614000.0 -23795.81011619607
614250.0 -23796.2443884001
614500.0 -23796.76358900748
614750.0 -23796.74530678729
615000.0 -23795.93591968851
615250.0 -23796.57631757676
615500.0 -23796.88611224485
615750.0 -23796.97718728172
616000.0 -23797.12084073613
616250.0 -23797.06660993092
616500.0 -23796.084603495
616750.0 -23796.61237491243
617000.0 -23797.81270677915
617250.0 -23797.01090676864
617500.0 -23796.66541365018
617750.0 -23795.80980708154
618000.0 -23796.91986508709
618250.0 -23797.7435302721
618500.0 -23797.48103635427
618750.0 -23796.81684817289
619000.0 -23797.0881673925
619250.0 -23797.57702514303
619500.0 -23797.42301038036
619750.0 -23796.3314204857
620000.0 -23798.58829664731
620250.0 -23798.32405624016
620500.0 -23797.53537038567
620750.0 -23797.21705022032
621000.0 -23796.74491272113
621250.0 -23796.41353643511
621500.0 -23797.61057539962
621750.0 -23797.62709456344
622000.0 -23796.75869640735
622250.0 -23798.01906111323
622500.0 -23798.03112204975
622750.0 -23796.61539059554
623000.0 -23798.83554934849
623250.0 -23797.85922985123
623500.0 -23796.87478536034
623750.0 -23798.2969342744
624000.0 -23798.48609821044
624250.0 -23797.78961096488
624500.0 -23796.68561463695
624750.0 -23795.86268410296
625000.0 -23796.81951554527
625250.0 -23796.88564652126
625500.0 -23796.36786379479
625750.0 -23796.70659959746
626000.0 -23797.29966945804
626250.0 -23797.47030129772
626500.0 -23796.71925580468
626750.0 -23797.44973145239
627000.0 -23797.13502923224
627250.0 -23797.48960639304
627500.0 -23797.8535542138
627750.0 -23797.06224816596
628000.0 -23797.79384555494
628250.0 -23797.21877331321
628500.0 -23797.44029048376
628750.0 -23795.92913241716
629000.0 -23796.1309587973
629250.0 -23797.16603141456
629500.0 -23798.2310325203
629750.0 -23796.95655968567
630000.0 -23797.73770294548
630250.0 -23796.87695681895
630500.0 -23796.56995745226
630750.0 -23797.34747150701
631000.0 -23796.97054491164
631250.0 -23797.08565121472
631500.0 -23796.58505665902
631750.0 -23797.80128997338
632000.0 -23797.27495086757
632250.0 -23796.53947402412
632500.0 -23796.32276483589
632750.0 -23796.58694728056
633000.0 -23797.19426291244
633250.0 -23797.30674232855
633500.0 -23796.49368372017
633750.0 -23795.83412436354
634000.0 -23796.23489293829
634250.0 -23797.37416664712
634500.0 -23795.95394172247
634750.0 -23795.36098551502
635000.0 -23796.60182868147
635250.0 -23795.28513889451
635500.0 -23795.72848114514
635750.0 -23796.58283979078
636000.0 -23795.46746764533
636250.0 -23795.23124149224
636500.0 -23796.21097430852
636750.0 -23795.87417256817
637000.0 -23796.34621353197
637250.0 -23795.26404482278
637500.0 -23795.97645070964
637750.0 -23794.56387089283
638000.0 -23795.42386612186
638250.0 -23796.34172783831
638500.0 -23795.41430482297
638750.0 -23795.37602756398
639000.0 -23795.58411129109
639250.0 -23796.21201694018
639500.0 -23795.89305300578
639750.0 -23795.7227083651
640000.0 -23794.82094494457
640250.0 -23795.77370869011
640500.0 -23795.97696023054
640750.0 -23794.6716524997
641000.0 -23794.81734539
641250.0 -23794.67550876124
641500.0 -23796.15819469741
641750.0 -23796.23268768415
642000.0 -23796.25429238873
642250.0 -23796.39345525362
642500.0 -23795.91009466343
642750.0 -23795.89708456916
643000.0 -23795.83811586053
643250.0 -23795.80541695453
643500.0 -23797.22283993823
643750.0 -23796.27335271273
644000.0 -23795.71820293185
644250.0 -23795.519429711
644500.0 -23794.64293233057
644750.0 -23794.83466860359
645000.0 -23795.51010425588
645250.0 -23796.47945513349
645500.0 -23796.97001533699
645750.0 -23795.87808783164
646000.0 -23795.48622587871
646250.0 -23795.09831216067
646500.0 -23793.61941251125
646750.0 -23795.45463674903
647000.0 -23796.04051341318
647250.0 -23795.16489932063
647500.0 -23795.46852026212
647750.0 -23795.61188426298
648000.0 -23795.26858212921
648250.0 -23794.70915264473
648500.0 -23794.89657684363
648750.0 -23795.27250636508
649000.0 -23796.60406032602
649250.0 -23794.8226299017
649500.0 -23795.36131904318
649750.0 -23795.31282044285
650000.0 -23794.89619757808
650250.0 -23794.84014298666
650500.0 -23795.50269195825
650750.0 -23795.40755008392
651000.0 -23794.93599482031
651250.0 -23795.26824737616
651500.0 -23794.44968926298
651750.0 -23794.6803990021
652000.0 -23794.3321332778
652250.0 -23795.85202816904
652500.0 -23794.5318597021
652750.0 -23794.43797714012
653000.0 -23794.62409948867
653250.0 -23794.95757068141
653500.0 -23794.22885368082
653750.0 -23794.78240836067
654000.0 -23794.38961806301
654250.0 -23794.75592850004
654500.0 -23795.76597755441
654750.0 -23795.00480232732
655000.0 -23795.15267728048
655250.0 -23793.98506825764
655500.0 -23794.82218424107
655750.0 -23794.68570568909
656000.0 -23794.74348284122
656250.0 -23794.93276805025
656500.0 -23795.15457573875
656750.0 -23794.45466804252
657000.0 -23794.25077692048
657250.0 -23794.54120597096
657500.0 -23795.20350252918
657750.0 -23795.12942250717
658000.0 -23795.32061357345
658250.0 -23795.35641240592
658500.0 -23795.05759973352
658750.0 -23795.26285894323
659000.0 -23794.96978576247
659250.0 -23795.79720618007
659500.0 -23794.97651064998
659750.0 -23793.939082938
660000.0 -23794.1275720941
660250.0 -23793.97955756245
660500.0 -23793.46766493425
660750.0 -23794.21240834995
661000.0 -23795.53473933083
661250.0 -23796.16954896924
661500.0 -23794.85427701757
661750.0 -23795.73349083255
662000.0 -23794.81119914086
662250.0 -23794.89337728859
662500.0 -23795.13308788127
662750.0 -23795.63570652763
663000.0 -23794.99761926201
663250.0 -23795.63216266614
663500.0 -23795.64240654869
663750.0 -23794.15117959305
664000.0 -23794.26917019942
664250.0 -23795.42392826137
664500.0 -23795.10072405735
664750.0 -23794.37364267244
665000.0 -23794.14273483677
665250.0 -23793.53094639624
665500.0 -23794.52304024467
665750.0 -23794.9071529283
666000.0 -23793.70314563197
666250.0 -23793.48579449338
666500.0 -23794.45188488897
666750.0 -23794.57095843732
667000.0 -23793.79355258749
667250.0 -23794.83989858755
667500.0 -23795.06298725465
667750.0 -23794.08891995234
668000.0 -23794.39255265132
668250.0 -23794.95131880297
668500.0 -23794.12789359566
668750.0 -23793.79183473232
669000.0 -23792.51995652479
669250.0 -23794.29754137516
669500.0 -23794.69528424601
669750.0 -23794.20880544291
670000.0 -23794.49647980597
670250.0 -23793.38226765737
670500.0 -23793.96956144947
670750.0 -23793.33972530488
671000.0 -23793.32086360662
671250.0 -23793.97143817047
671500.0 -23794.10027205754
671750.0 -23794.03552279116
672000.0 -23794.21368999684
672250.0 -23794.21397580296
672500.0 -23794.61615377722
672750.0 -23793.35603438445
673000.0 -23794.53802287374
673250.0 -23793.94040473165
673500.0 -23793.8470512325
673750.0 -23795.01972706072
674000.0 -23793.31756222238
674250.0 -23793.43315722778
674500.0 -23793.40012793773
674750.0 -23794.58150911114
675000.0 -23793.53882457306
675250.0 -23793.8170578718
675500.0 -23793.1760800123
675750.0 -23792.55405999037
676000.0 -23793.25710935658
676250.0 -23793.41808331764
676500.0 -23792.98884625173
676750.0 -23792.65776840728
677000.0 -23793.29577764849
677250.0 -23793.62361493912
677500.0 -23794.22131012621
677750.0 -23794.66982956758
678000.0 -23794.09864954181
678250.0 -23793.1241086265
678500.0 -23793.82697688786
678750.0 -23794.24482608968
679000.0 -23794.07626013584
679250.0 -23795.29053867342
679500.0 -23793.38687246977
679750.0 -23793.40909692796
680000.0 -23794.02605108587
680250.0 -23793.09482978007
680500.0 -23792.50178917738
680750.0 -23792.14858575343
681000.0 -23792.68175005154
681250.0 -23792.13519425408
681500.0 -23791.41172789792
681750.0 -23792.37753095165
682000.0 -23791.71026605985
682250.0 -23792.26069771746
682500.0 -23792.95758303607
682750.0 -23791.8380899145
683000.0 -23791.59913947036
683250.0 -23792.19474398005
683500.0 -23791.68336210063
683750.0 -23792.07914497878
684000.0 -23791.94788253435
684250.0 -23791.96086701447
684500.0 -23792.85508220049
684750.0 -23792.25326224892
685000.0 -23792.94597588522
685250.0 -23791.87154768878
685500.0 -23791.93940464751
685750.0 -23791.86545495004
686000.0 -23791.13005064689
686250.0 -23792.09391017296
686500.0 -23791.4316688751
686750.0 -23793.76881045159
687000.0 -23792.27799259737
687250.0 -23792.57833674558
687500.0 -23793.5416973214
687750.0 -23793.55498914544
688000.0 -23793.36717963211
688250.0 -23793.36057570824
688500.0 -23792.93642336381
688750.0 -23792.92566696222
689000.0 -23792.17665310548
689250.0 -23792.24273578629
689500.0 -23791.30514120625
689750.0 -23792.93413348751
690000.0 -23793.20638159632
690250.0 -23793.26003170673
690500.0 -23792.69593502791
690750.0 -23792.92710035997
691000.0 -23792.49070554304
691250.0 -23793.30742964179
691500.0 -23793.31278391684
691750.0 -23792.84802090916
692000.0 -23793.63441871647
692250.0 -23793.35203353318
692500.0 -23793.45418917602
692750.0 -23792.58553516142
693000.0 -23793.31817806131
693250.0 -23792.34645020572
693500.0 -23793.0276441106
693750.0 -23792.31473587072
694000.0 -23792.96680196856
694250.0 -23791.89795865778
694500.0 -23792.79887705654
694750.0 -23792.57484796509
695000.0 -23792.23816117244
695250.0 -23793.49587902417
695500.0 -23793.00682635281
695750.0 -23793.48048087513
696000.0 -23792.51199395088
696250.0 -23792.70487925081
696500.0 -23792.72845311418
696750.0 -23791.50426543533
697000.0 -23791.78368357745
697250.0 -23791.86540671571
697500.0 -23792.14277734142
697750.0 -23792.35911215897
698000.0 -23792.01204874167
698250.0 -23792.86310369631
698500.0 -23792.10557464486
698750.0 -23793.65744386653
699000.0 -23793.90164343097
699250.0 -23792.4465988448
699500.0 -23792.2953828397
699750.0 -23793.26525787601
700000.0 -23794.15345229877
700250.0 -23793.81240180339
700500.0 -23792.90426156281
700750.0 -23793.0689745827
701000.0 -23793.23661984314
701250.0 -23793.46403949387
701500.0 -23793.12608100624
701750.0 -23791.99330698762
702000.0 -23792.19445815786
702250.0 -23792.89499525143
702500.0 -23793.98479689373
702750.0 -23793.27045066699
703000.0 -23793.14601163109
703250.0 -23793.26366485302
703500.0 -23792.44607259409
703750.0 -23792.49302760615
704000.0 -23793.2589608667
704250.0 -23792.28618620123
704500.0 -23791.77330664567
704750.0 -23791.77058128306
705000.0 -23792.98738847026
705250.0 -23792.95082708358
705500.0 -23792.41643717876
705750.0 -23792.20564349998
706000.0 -23792.77079055567
706250.0 -23793.13032825331
706500.0 -23792.69444803295
706750.0 -23792.76893525919
707000.0 -23791.97139822173
707250.0 -23792.93976639229
707500.0 -23792.6554699541
707750.0 -23792.55861792718
708000.0 -23794.73314194346
708250.0 -23791.73980751403
708500.0 -23792.44050098243
708750.0 -23792.58845387473
709000.0 -23791.64051111227
709250.0 -23791.91842439132
709500.0 -23792.51914389242
709750.0 -23792.14392587028
710000.0 -23792.91156763179
710250.0 -23792.59435407992
710500.0 -23792.1389693801
710750.0 -23791.2663948201
711000.0 -23791.98859348805
711250.0 -23792.14746866282
711500.0 -23793.2581459367
711750.0 -23792.65263169587
712000.0 -23792.96328199282
712250.0 -23791.99796392849
712500.0 -23792.28075469008
712750.0 -23792.67482464636
713000.0 -23792.64808727864
713250.0 -23790.692099705
