Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,3
0.060,3
0.080,3
0.100,3
0.120,3
0.140,3
0.160,3
0.180,3
0.200,3
0.220,3
0.240,3
0.260,3
0.280,3
0.300,3
0.320,3
0.340,3
0.360,3
0.380,5
0.400,5
0.420,5
0.440,5
0.460,5
0.480,4
0.500,4
0.520,4
0.540,5
0.560,5
0.580,5
0.600,5
0.620,5
0.640,5
0.660,5
0.680,5
0.700,5
0.720,5
0.740,8
0.760,8
0.780,8
0.800,4
0.820,1
0.840,4
0.860,2
0.880,2
0.900,2
0.920,2
0.940,1
0.960,1
0.980,0
1.000,2
1.020,0
1.040,0
1.060,0
1.080,0
1.100,0
