Stress Force(nN),HBonds
0.000,5
0.020,5
0.040,5
0.060,5
0.080,5
0.100,5
0.120,5
0.140,5
0.160,5
0.180,5
0.200,5
0.220,5
0.240,5
0.260,5
0.280,5
0.300,5
0.320,5
0.340,5
0.360,5
0.380,5
0.400,5
0.420,5
0.440,5
0.460,5
0.480,5
0.500,5
0.520,5
0.540,5
0.560,5
0.580,5
0.600,5
0.620,5
0.640,5
0.660,5
0.680,5
0.700,5
0.720,4
0.740,1
0.760,1
0.780,1
0.800,1
0.820,1
0.840,1
0.860,4
0.880,0
0.900,0
0.920,0
0.940,1
0.960,0
0.980,0
1.000,0
