Stress Force(nN),HBonds
0.000,3
0.020,4
0.040,4
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,3
0.320,3
0.340,3
0.360,2
0.380,1
0.400,1
0.420,1
0.440,1
0.460,1
0.480,1
0.500,1
0.520,1
0.540,1
0.560,1
0.580,1
0.600,1
0.620,1
0.640,1
0.660,1
0.680,1
0.700,1
0.720,1
0.740,1
0.760,2
0.780,2
0.800,1
0.820,1
0.840,1
0.860,1
0.880,1
0.900,2
0.920,0
0.940,0
0.960,0
0.980,0
1.000,0
1.020,0
1.040,0
1.060,0
