Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,5
0.240,5
0.260,5
0.280,5
0.300,5
0.320,5
0.340,5
0.360,5
0.380,5
0.400,5
0.420,5
0.440,5
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,4
0.620,4
0.640,3
0.660,3
0.680,3
0.700,3
0.720,3
0.740,3
0.760,3
0.780,3
0.800,3
0.820,1
0.840,0
0.860,0
0.880,1
0.900,2
0.920,2
0.940,0
0.960,0
