Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,2
0.060,2
0.080,2
0.100,2
0.120,2
0.140,2
0.160,2
0.180,2
0.200,2
0.220,3
0.240,3
0.260,3
0.280,3
0.300,3
0.320,3
0.340,3
0.360,3
0.380,3
0.400,3
0.420,3
0.440,3
0.460,3
0.480,3
0.500,3
0.520,3
0.540,3
0.560,4
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,4
0.700,4
0.720,4
0.740,4
0.760,4
0.780,4
0.800,4
0.820,4
0.840,4
0.860,4
0.880,1
0.900,0
0.920,0
0.940,0
0.960,0
0.980,1
1.000,1
1.020,0
1.040,0
