Stress Force(nN),HBonds
0.000,4
0.020,5
0.040,5
0.060,5
0.080,5
0.100,5
0.120,4
0.140,4
0.160,4
0.180,4
0.200,5
0.220,5
0.240,5
0.260,5
0.280,4
0.300,4
0.320,4
0.340,5
0.360,5
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,3
0.700,3
0.720,3
0.740,3
0.760,3
0.780,3
0.800,3
0.820,2
0.840,2
0.860,2
0.880,0
0.900,1
0.920,1
0.940,0
0.960,0
