Stress Force(nN),HBonds
0.000,7
0.020,7
0.040,7
0.060,7
0.080,7
0.100,7
0.120,7
0.140,7
0.160,7
0.180,7
0.200,7
0.220,7
0.240,7
0.260,6
0.280,6
0.300,6
0.320,6
0.340,6
0.360,6
0.380,6
0.400,6
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,4
0.700,4
0.720,4
0.740,4
0.760,2
0.780,2
0.800,1
0.820,0
0.840,0
0.860,1
0.880,1
0.900,0
0.920,0
0.940,0
0.960,0
0.980,0
1.000,0
