Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,4
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,4
0.320,4
0.340,4
0.360,4
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,1
0.560,1
0.580,1
0.600,1
0.620,1
0.640,1
0.660,1
0.680,2
0.700,2
0.720,2
0.740,2
0.760,2
0.780,0
0.800,0
0.820,0
0.840,0
0.860,0
0.880,0
0.900,0
0.920,1
0.940,0
0.960,0
0.980,1
1.000,0
1.020,0
1.040,1
1.060,1
1.080,0
1.100,0
1.120,0
