Stress Force(nN),HBonds
0.000,4
0.020,5
0.040,5
0.060,5
0.080,5
0.100,5
0.120,5
0.140,5
0.160,5
0.180,5
0.200,5
0.220,5
0.240,5
0.260,5
0.280,5
0.300,4
0.320,4
0.340,4
0.360,4
0.380,4
0.400,4
0.420,4
0.440,4
0.460,4
0.480,4
0.500,4
0.520,4
0.540,4
0.560,4
0.580,4
0.600,4
0.620,4
0.640,4
0.660,4
0.680,4
0.700,4
0.720,4
0.740,4
0.760,4
0.780,1
0.800,0
0.820,0
0.840,1
0.860,1
0.880,1
0.900,0
0.920,0
0.940,1
0.960,0
