Stress Force(nN),HBonds
0.000,4
0.020,4
0.040,4
0.060,4
0.080,4
0.100,4
0.120,4
0.140,4
0.160,4
0.180,4
0.200,4
0.220,4
0.240,4
0.260,4
0.280,4
0.300,4
0.320,3
0.340,3
0.360,3
0.380,3
0.400,3
0.420,3
0.440,3
0.460,3
0.480,3
0.500,3
0.520,3
0.540,3
0.560,2
0.580,2
0.600,2
0.620,2
0.640,2
0.660,2
0.680,2
0.700,2
0.720,2
0.740,0
0.760,0
0.780,1
0.800,0
0.820,1
0.840,1
0.860,2
0.880,1
0.900,0
0.920,0
0.940,0
