Stress Force(nN),HBonds
0.000,3
0.020,3
0.040,3
0.060,3
0.080,3
0.100,3
0.120,3
0.140,3
0.160,3
0.180,3
0.200,2
0.220,2
0.240,2
0.260,2
0.280,2
0.300,2
0.320,3
0.340,3
0.360,3
0.380,3
0.400,3
0.420,3
0.440,3
0.460,4
0.480,4
0.500,4
0.520,4
0.540,3
0.560,3
0.580,3
0.600,3
0.620,3
0.640,4
0.660,4
0.680,4
0.700,4
0.720,1
0.740,1
0.760,0
0.780,0
0.800,1
0.820,0
0.840,0
0.860,0
