Stress Force(nN),HBonds
0.000,7
0.020,5
0.040,7
0.060,7
0.080,7
0.100,7
0.120,7
0.140,7
0.160,7
0.180,7
0.200,7
0.220,7
0.240,7
0.260,7
0.280,7
0.300,7
0.320,7
0.340,7
0.360,7
0.380,5
0.400,5
0.420,6
0.440,6
0.460,4
0.480,4
0.500,4
0.520,4
0.540,6
0.560,6
0.580,6
0.600,6
0.620,6
0.640,6
0.660,5
0.680,5
0.700,5
0.720,5
0.740,5
0.760,6
0.780,6
0.800,6
0.820,6
0.840,6
0.860,5
0.880,5
0.900,5
0.920,5
0.940,2
0.960,1
0.980,0
1.000,1
1.020,2
1.040,1
1.060,4
1.080,1
1.100,2
1.120,0
1.140,0
