# Time-averaged data for fix dta
# TimeStep v_myrho v_mylx v_myly v_mylz v_myp
215000 1.24976 45.9578 37.2792 48.6085 -2914.53
216000 1.25043 45.9728 37.2781 48.568 -3082.09
217000 1.25089 45.9878 37.2853 48.5251 -1072.82
218000 1.25094 46.0028 37.3061 48.4801 -2559.8
219000 1.25105 46.0178 37.323 48.4381 -825.928
220000 1.25048 46.0328 37.349 48.4106 -2106.79
221000 1.24962 46.0478 37.3794 48.3889 -2703.27
222000 1.24895 46.0628 37.4048 48.3661 -2674.5
223000 1.24867 46.0778 37.4173 48.3453 -2763.75
224000 1.24838 46.0928 37.4232 48.3327 -793.212
225000 1.24829 46.1078 37.4192 48.326 -1005.32
226000 1.24792 46.1228 37.4143 48.331 -2314.74
227000 1.24737 46.1378 37.4101 48.3416 -288.822
228000 1.24649 46.1528 37.4054 48.3661 -2730.93
229000 1.24564 46.1678 37.3955 48.3964 -1337.93
230000 1.24478 46.1828 37.3821 48.4317 -2586.12
231000 1.24394 46.1978 37.3689 48.4655 -1489.23
232000 1.24329 46.2128 37.3598 48.4871 -1882.01
233000 1.24293 46.2278 37.3478 48.5009 -1508.11
234000 1.24257 46.2428 37.3361 48.5142 -3628.6
235000 1.2428 46.2578 37.3159 48.5159 -747.064
236000 1.24319 46.2728 37.2883 48.5209 -2801.43
237000 1.2438 46.2878 37.2549 48.5247 -3399.63
238000 1.24463 46.3028 37.2156 48.5281 -1541.05
239000 1.24534 46.3178 37.177 48.5347 -2145.7
240000 1.24579 46.3328 37.1402 48.5497 -2432.91
241000 1.24557 46.3478 37.1115 48.58 -2016.54
242000 1.24485 46.3628 37.0892 48.6215 -1514.22
243000 1.2445 46.3778 37.058 48.6604 -2222.33
244000 1.24353 46.3928 37.0399 48.7066 -986.566
245000 1.24241 46.4078 37.032 48.7452 -2865.85
246000 1.24172 46.4228 37.0235 48.7676 -2245.76
247000 1.24106 46.4378 37.0178 48.7854 -2721.22
248000 1.24078 46.4528 37.0129 48.7871 -2597.04
249000 1.24135 46.4678 37.001 48.7648 -1714.96
250000 1.24232 46.4828 36.9827 48.7349 -3316.2
251000 1.24381 46.4978 36.9617 48.6885 -3912.33
252000 1.24612 46.5128 36.9378 48.6141 -844.554
253000 1.24783 46.5278 36.9343 48.5361 -1241.1
254000 1.24904 46.5428 36.9444 48.4605 -2077.78
255000 1.24955 46.5578 36.9645 48.3987 -2244.12
256000 1.24949 46.5728 36.9934 48.3476 -3927.77
257000 1.2494 46.5878 37.017 48.3048 -943.552
258000 1.24935 46.6028 37.0448 48.2548 -2030.34
259000 1.24872 46.6178 37.0854 48.2106 -1919.51
260000 1.24775 46.6328 37.1279 48.1774 -1438.85
261000 1.24666 46.6478 37.166 48.1547 -874.426
262000 1.24541 46.6628 37.1977 48.1464 -1983.6
263000 1.24493 46.6778 37.2072 48.1375 -2612.92
264000 1.24498 46.6928 37.2045 48.1232 -3671.4
265000 1.245 46.7078 37.1976 48.1161 -3348.94
266000 1.24555 46.7228 37.1786 48.1041 -2979
267000 1.24668 46.7378 37.1415 48.0929 -2302.89
268000 1.24731 46.7528 37.1131 48.0901 -2842.99
269000 1.24781 46.7678 37.0823 48.0951 -3214.92
270000 1.24773 46.7828 37.0559 48.117 -3352.22
271000 1.247 46.7978 37.041 48.1492 -2713.03
