LAMMPS data file via write_data, version 23 Jun 2022, timestep = 500000

8160 atoms
5 atom types

70.71538689048442 98.68461310946383 xlo xhi
26.079877384325016 123.9201226156329 ylo yhi
81.95707774264244 118.04292225737228 zlo zhi

Masses

1 15.999
2 12.011
3 14.007
4 1.008
5 32.06

Atoms # charge/kk

1711 1 -6.0994982021761690e-01 7.7287238171877220e+01 2.6280972589599358e+01 8.5343150084755806e+01 0 0 0
1707 4 1.6057220395356553e-01 7.5078130113981402e+01 2.8211401729706274e+01 8.3740711228540022e+01 0 0 0
1709 4 1.9496781316558076e-01 7.6949591397779770e+01 2.8754891705657545e+01 8.6265359963335953e+01 0 0 0
1705 2 -2.0063835967547730e-01 7.6815875910689954e+01 2.8674307389562362e+01 8.5176425932957528e+01 0 0 0
1703 2 -2.4030046786019357e-01 7.5334962729499011e+01 2.8598912490835051e+01 8.4750474967610430e+01 0 0 0
1702 2 4.2611230786881160e-01 7.4628429327571411e+01 2.7762788601947943e+01 8.5820022618196546e+01 0 0 0
1704 3 -4.2767711153072741e-01 7.4662090032805352e+01 2.6288253638506692e+01 8.5962328602332406e+01 0 0 0
1701 1 -5.6359628597535072e-01 7.4069214336448880e+01 2.8516546934338720e+01 8.6673929832685531e+01 0 0 0
1706 4 1.5973099687457962e-01 7.4949884085651064e+01 2.9627686984900713e+01 8.4796745315760333e+01 0 0 0
1757 1 -5.7963892860964095e-01 7.6584313794773223e+01 2.8939019265065404e+01 8.8719415486865316e+01 0 0 0
1764 4 1.8560040109040388e-01 7.5526911588292421e+01 3.0633660551012117e+01 8.7190426771786633e+01 0 0 0
1760 2 -1.9916863522268027e-01 7.5656529466307518e+01 3.1244687971076274e+01 8.8204642653071616e+01 0 0 0
1765 4 1.1407048236256213e-01 7.4648694024504920e+01 3.1770614178709657e+01 8.8339105522971337e+01 0 0 0
1922 4 1.4735645565503144e-01 8.0108005248097470e+01 2.8515695373298808e+01 9.4363503588050094e+01 0 0 0
1574 4 1.3286074347075591e-01 7.4801067639049208e+01 3.3881735475333656e+01 8.5210904763729346e+01 0 0 0
1570 2 -1.8624822636754054e-01 7.5635902519911667e+01 3.4356697832363075e+01 8.4640151088623284e+01 0 0 0
1827 4 1.7365891058339358e-01 7.5560171197135190e+01 2.7054447975355501e+01 8.8757835681810946e+01 0 0 0
1824 2 -4.6019647428653763e-04 7.4692413506137882e+01 2.6425718998210353e+01 8.8528867670996632e+01 0 0 0
1573 5 -9.0940814329089945e-02 7.5409527256497526e+01 3.6348633498517692e+01 8.4495023319093050e+01 0 0 0
1580 4 1.7270442455469109e-01 7.2544858124275308e+01 3.7282091623020989e+01 8.6472063593599898e+01 0 0 0
1826 4 1.9164094093920966e-01 7.4014978141255895e+01 2.7262910551186128e+01 8.8332920633323297e+01 0 0 0
1759 2 5.4954724516767389e-02 7.6124734742931849e+01 3.0180501322562034e+01 8.9264906701017594e+01 0 0 0
1567 2 -1.8102261895548508e-01 7.5763833271671700e+01 3.3768052817066028e+01 8.3242940507050690e+01 0 0 0
1575 4 1.8084482640581082e-01 7.6537901806338240e+01 3.4084697362621519e+01 8.5200775476626461e+01 0 0 0
1576 5 -9.4562461509174869e-02 7.5283934187882011e+01 3.6883362359811699e+01 8.6568834004784591e+01 0 0 0
1655 1 -4.5836656096118672e-01 7.2113581597627743e+01 2.9771691397778913e+01 8.2626285983363388e+01 0 0 0
1713 4 9.5389929991361574e-02 7.7522150323984746e+01 2.7548080234644701e+01 8.3437319543135018e+01 0 0 0
2007 4 2.6578656930871519e-01 7.2688593955350413e+01 2.7022789360031737e+01 9.0364018540143420e+01 0 0 0
2012 4 1.5332897940586476e-01 7.2051964065613021e+01 2.9647855041097859e+01 8.8546749601390005e+01 0 0 0
1564 2 -1.8451110895380002e-01 7.6845777282625306e+01 3.2684591264955046e+01 8.3112942325254409e+01 0 0 0
1569 4 1.6115219302928124e-01 7.6913552179735106e+01 3.1867065414500093e+01 8.3972568314866194e+01 0 0 0
1653 4 1.7892856582759326e-01 7.1511676929246761e+01 2.7684942844568990e+01 8.2913709664056370e+01 0 0 0
1651 2 6.0597149549238630e-03 7.1505365322960060e+01 2.8526040426584640e+01 8.2203921434934358e+01 0 0 0
5654 4 1.8453323528007684e-01 7.2011862053530862e+01 2.7787346168420317e+01 8.6879412949951060e+01 1 0 0
1677 4 1.5544700574660250e-01 7.2033406960419171e+01 3.6726773157126388e+01 8.4098625447504489e+01 0 0 0
2018 4 1.1111781914756375e-01 7.2841894372712915e+01 3.2090894627905158e+01 8.9772658851376335e+01 0 0 0
2008 2 -2.5320352112401839e-01 7.1196420140447515e+01 2.9604052150854542e+01 8.9245925973558400e+01 0 0 0
2026 4 1.6270010414684358e-01 7.2362771698160955e+01 3.7158414881220097e+01 9.0520210392755843e+01 0 0 0
1672 4 1.3487651971524481e-01 7.2432970809690872e+01 3.4531456764999419e+01 8.3305043265135538e+01 0 0 0
5655 4 1.9432997946742667e-01 7.1758183093362561e+01 2.7604449962308141e+01 8.5152163171389276e+01 1 0 0
1763 2 -2.4782528004116980e-01 7.6738330825015609e+01 3.2250530577144922e+01 8.7879305861390080e+01 0 0 0
1767 4 1.5380384347104728e-01 7.6298327819976436e+01 3.3078510961264016e+01 8.7260336216693688e+01 0 0 0
1577 2 -1.5768834619390446e-01 7.3528732409083773e+01 3.7854317712969085e+01 8.6438459826684877e+01 0 0 0
1762 4 1.0324532219949975e-01 7.5268740304470327e+01 3.0198115736773961e+01 8.9979666767512796e+01 0 0 0
1905 4 1.0850945540995059e-01 7.7366240963188787e+01 3.5497788529920236e+01 9.0029547902432782e+01 0 0 0
2006 2 3.6286402896471059e-01 7.1173554586419172e+01 2.8299141364753226e+01 9.0064155271212670e+01 0 0 0
1761 4 1.2164011366204097e-01 7.6804676595614211e+01 3.0728557542282982e+01 8.9966354289637920e+01 0 0 0
1673 2 4.1245037694923069e-02 7.1269489892188744e+01 3.7088628441960573e+01 8.3292089490120574e+01 0 0 0
5650 2 -1.6900528817122759e-01 7.1189428574556956e+01 2.7525709863523346e+01 8.6129827785749256e+01 1 0 0
2013 2 2.3787975914611296e-02 7.1739384650631607e+01 3.2161611123526185e+01 8.9567478410419682e+01 0 0 0
2021 1 -5.5061515008400608e-01 7.2935765172369031e+01 3.4676803627779634e+01 8.9763081256105508e+01 0 0 0
709 4 1.3987438141978970e-01 8.0333128791087717e+01 2.6157921038921540e+01 9.9837426313200837e+01 0 0 0
2016 1 -5.7662422502542532e-01 7.0935670736301788e+01 3.3324507761430901e+01 8.9976378558310302e+01 0 0 0
2010 2 -2.0218891841110542e-01 7.1157067241185572e+01 3.0805976674575763e+01 9.0188161806064088e+01 0 0 0
2019 2 4.7987527432228588e-01 7.1671262210788029e+01 3.4523000956895032e+01 8.9921043458225881e+01 0 0 0
2022 2 -1.4402014179846795e-01 7.1231595447584880e+01 3.6997072279091242e+01 9.0327624914198694e+01 0 0 0
2017 4 1.1913869275524012e-01 7.1885542020065841e+01 3.2000605263230355e+01 8.8483844676439332e+01 0 0 0
1571 4 1.3155007402098312e-01 7.5930290043549789e+01 3.4657729663110196e+01 8.2504430565429757e+01 0 0 0
1768 4 1.1315537924085829e-01 7.7140218928014320e+01 3.2783342543545629e+01 8.8825209185579638e+01 0 0 0
1900 4 1.4604629564402799e-01 7.5089069158072832e+01 3.6451317155036072e+01 9.1040383505980600e+01 0 0 0
2027 4 1.4794802504464125e-01 7.1189231739850797e+01 3.7164783857387121e+01 8.9227086178409721e+01 0 0 0
1670 2 -1.5651773667056171e-01 7.1019859439535452e+01 3.5887904501782309e+01 8.2301252861264445e+01 0 0 0
1676 1 -5.7420474842311531e-01 7.1489829050222880e+01 3.8273222094278523e+01 8.2548579080394632e+01 0 0 0
1710 4 1.0365724959850890e-01 7.7178449183080559e+01 2.9711274525374854e+01 8.4853064694035481e+01 0 0 0
1668 2 -2.3157645858083892e-01 7.2209070442442226e+01 3.4962475145119356e+01 8.2261210496751247e+01 0 0 0
1572 4 1.3199900399895001e-01 7.4798376844439417e+01 3.3239654506748991e+01 8.2912824557005877e+01 0 0 0
1708 2 3.6624200946165045e-02 7.7640766622397820e+01 2.7482209399450873e+01 8.4565602819392666e+01 0 0 0
1903 4 1.0948999733131237e-01 7.7441747994955534e+01 3.8010724813122557e+01 9.0435704386576390e+01 0 0 0
1748 2 -1.6558987516291723e-01 7.7837224304656559e+01 2.6180066131335323e+01 8.9786567012284948e+01 0 0 0
